/home2/tuannd/tuanlha/PreprocessedData/preprocessed_data/mel/Mona-mel-vo_JYEQ002_2_mona_16.npy|fortunately, however, the weinlesefest is upon us. a festival during which not only are wines sold at discounted prices, but also wine-related food products.|20|0.6930000185966492|"0.5692999958992004
"
/home2/tuannd/tuanlha/PreprocessedData/preprocessed_data/mel/YaeMiko-mel-vo_YMLQ003_3_yaeMiko_12.npy|very good! the wish needs to be heartfelt, though, so let me help add a little realism to the equation:|34|0.5715000033378601|"0.7429999709129333
"
/home2/tuannd/tuanlha/PreprocessedData/preprocessed_data/mel/Acheron-mel-chapter3_25_acheron_118.npy|indeed. i'm afraid it's almost as difficult as resurrecting an aeon...|0|0.34860000014305115|"0.29179999232292175
"
/home2/tuannd/tuanlha/PreprocessedData/preprocessed_data/mel/Seele-mel-side1_lk1_seele_137.npy|i think... luka's analysis makes sense, provided there was only one thief.|30|0.5877000093460083|"0.42320001125335693
"
/home2/tuannd/tuanlha/PreprocessedData/preprocessed_data/mel/YaeMiko-mel-vo_YMLQ003_3_yaeMiko_11.npy|"now, what kind of wish do we think it would take to summon forth the author of ""a firsthand guide to summoning spirits""? anyone?"|34|0.5077000260353088|"0.6521000266075134
"
/home2/tuannd/tuanlha/PreprocessedData/preprocessed_data/mel/Ningguang-mel-vo_NGCOP001_1913503_ningguang_01.npy|i have a question for you. i'd like to hear your honest opinion.|22|0.4925000071525574|"0.43790000677108765
"
/home2/tuannd/tuanlha/PreprocessedData/preprocessed_data/mel/Mona-mel-vo_mona_explore_idle_03.npy|fate is called as such, for it cannot be changed, nor can it be reversed. it can only but be accepted.|20|0.420199990272522|"0.44839999079704285
"
/home2/tuannd/tuanlha/PreprocessedData/preprocessed_data/mel/March7-mel-chapter3_24_mar7th_117.npy|himeko and mister yang are probably still busy... let's go look for dan heng first.|19|0.6797999739646912|"0.5849000215530396
"
/home2/tuannd/tuanlha/PreprocessedData/preprocessed_data/mel/March7-mel-side1_tp_mar7th_159.npy|don't be sorry! it's not like we're in a rush. wanna come to the city with us? the snow plains are freezing, and it's easier than you think to get lost out here.|19|0.6909999847412109|"0.29409998655319214
"
/home2/tuannd/tuanlha/PreprocessedData/preprocessed_data/mel/Himeko-mel-chapter3_13_himeko_115.npy|thus he became known as the father of penacony.|12|0.4472000002861023|"0.5378999710083008
"
/home2/tuannd/tuanlha/PreprocessedData/preprocessed_data/mel/Yoimiya-mel-vo_RCJWQ001_16_yoimiya_08.npy|is that right? then i guess mister albedo must be an artist working with the yae publishing house.|35|0.7407000064849854|"0.7890999913215637
"
